full_text,Keyword,Predicted,Predicted Label,ID
jangan lupa baru menghancurkan rumah dpr di bilang sama sama maling padahal yang banyak maling uang rakyat dpr bubarkandpr propam chaos,BubarkanDPR,0,Negative,7241
waspada skenario terstruktur pemakzulan presiden dalang kekisruhan dari desain geng solo bubarkandpr bubarkandpr polisipembunuh polisipembunuh,BubarkanDPR,0,Negative,7242
listrik dipadamkan di kwitang massa ditembaki polisimusuhbersama polisipembunuh bubarkandpr polisipembunuhrakyat,BubarkanDPR,1,Neutral,7243
untuk yang tidak bisa exciting di tik tok exciting di snack video saja di snack video masih bisa exciting ahmadsahroni bubarkandpr viral demo,BubarkanDPR,1,Neutral,7244
semoga panjang umur dan secepatnya tersiksa seumur hidup bubarkandprri,BubarkanDPR,0,Negative,7245
kalau ini benaran akan terulang tragedi mei bapak bukan itu yang diinginkan rakyatmu tmuo mereka dan buat keputusan yang bijak bubarkandpr pecat kapolri menteri keuangan,BubarkanDPR,0,Negative,7247
jangan percaya kalau ada yang meminta maaf teman apalagi mereka aktor pandai bersilat lidah dan akting habis ini pasti joged joged lagi jarah saja semua anggota dpr tanpa kecuali hukummatikoruptor perampasanaset bubarkandprri bubarkandprsontoloyo,BubarkanDPR,0,Negative,7248
pulang woyy pulang yang turun kejalan yuk bebersih badan ibadah dan makan sudah buat hari ini you dilanjut lagi besok kalau masih bisa jangan maksa tolong ingat ada yang menunggu di rumah bubarkandpr 1312acab resetindonesia,BubarkanDPR,0,Negative,7249
kabarnya aparat makin bringas dead on arrival terbaik untuk saudara saudaraku yang sedang berjuang diluar sana semoga tidak ada lagi korban yang berguguran resetindonesia bubarkandpr,BubarkanDPR,2,Positive,7250
setelah rumah syahroni akhirnya rumah eko patrio kena juga dijarah masa apakah akan berlanjut ke rumah uya kuya chaos bubarkandpr,BubarkanDPR,0,Negative,7251
exciting tiktok down karena dibungkam exciting shopee instagram amplifier facebook masih aman resetindonesia bubarkandpr komdigi tembak tinggal something or someone good,BubarkanDPR,1,Neutral,7252
presidennya bawaan orba cara penanganannya orba sangat dibungkam represif tinggal something or someone good kawans antisipasi provokator jangan kepancing ingat tujuan utama bubarkandpr,BubarkanDPR,0,Negative,7253
negara di pimpin pelanggar ham berat jangan heran aparat membabi buta jaga kanan kiri kalian saling lindungi rakyatbanturakyat polisipembunuhrakyat bubarkandpr,BubarkanDPR,0,Negative,7254
track record nya seram teman hati hati jaga diri saling jaga dengan yang lain jangan anarkis sisakan space ruang memory harry potter kalian rekam jangan sampai hilang indonesiagelap2025 bubarkandpr bubarkaninstitusipelanggarham,BubarkanDPR,0,Negative,7255
unexpected sangat ada you orang mau ikutan travel just a minute menunggu travel molor tapi just a minute telat makan nginep belum jelas biasanya kalau chaos sangat begini sudah dibetein mati curhat tetap bubarkandpr polripembunuh,BubarkanDPR,0,Negative,7256
permintaan maaf tidak tulus tancapkan terus bubarkandpr kali ini kader banyak yang buat chaos,BubarkanDPR,0,Negative,7257
buat rekan rekan yang turun demo kalian bisa bikin buat shift armor buat perlindungan diri dari peluru karet tempelin majalah yang agak tebal di perut punggung paha kalian pakai lakban seperti gambar ini indonesiagelap bubarkandpr dprri dprzionislokal dprbiangkerok dprbebanrakyat,BubarkanDPR,0,Negative,7258
sumber hukum tertinggi pun sudah tidak ada harga lagi kita semua dibungkam lawan resetindonesia bubarkandpr,BubarkanDPR,0,Negative,7259
kan kamu sarcastic laugh si tahu bahwa bubarkandpr itu populer topic berarti kamu bilang semua bodoh,BubarkanDPR,0,Negative,7260
rakyat itu sudah lama menahan diri dihina disepelein dianggap bodoh sekalinya diserang kamu sampai rumah takutkan kamu pada brengsek memang kamu panik bubarkandpr,BubarkanDPR,0,Negative,7261
dpr pada muncul tidak kamu semua depan rakyat jangan memperpanjang kericuhan lah oon padahal kalau dari awal muncul juga tidak akan serusuh ini dalam jangka waktu panjang bubarkandpr,BubarkanDPR,0,Negative,7262
you allah jakarta tinggal something or someone good bubarkandpr polisipembunuhrakyat polisipembunuh 1312acab dprbebannegara lawan,BubarkanDPR,1,Neutral,7263
turut berdukacita untuk indonesia tercinta bagaimana bisa pemerintah menjajah negaranya sendiri bubarkandpr risetindonesia,BubarkanDPR,0,Negative,7264
syahroni eko patrio uya kuya sedang dibungkam oleh kesombongannya sendiri hati hati untuk pejabat lain yang jejak kesombongannya sudah membekas di hati rakyat tunggu giliran kalian resetindonesia bubarkandpr,BubarkanDPR,0,Negative,7265
mengaca woy mengaca buset tidak ada malunya sangat apa you kalian padahal makanan di meja kalian asalnya dari uang rakyat polisipembunuhrakyat bubarkandpr,BubarkanDPR,0,Negative,7266
kankan kontol ini tuntutannya batalkan selesai dan kembalikan dana yang sudah di terima terlalu berbelit berbelit akhirnya yang kelimpungan bubarkandpr lawanoligarki,BubarkanDPR,0,Negative,7267
dan aku berkomitmen untuk menjadi pribadi yang lebih baik lagi tulis eko patrio di ignya dukungdemonstran peoplepower bubarkandpr indonesiachaos,BubarkanDPR,2,Positive,7268
pindah ke youtube teman yang mau exciting atau yang ingin lihat exciting soalnya exciting tiktok sudah di bann bubarkandpr polisipembunuhrakyat,BubarkanDPR,1,Neutral,7269
hatihati teman aku takut mereka sudah naker ini sudah ada perintah dari stop it gendut hatihati jadi alasan mereka bunuh kalian bubarkandprsontoloyo bubarkandpr,BubarkanDPR,0,Negative,7270
apalah arti pelukan ini mungkin pakar ahli mikro ekspresi bisa menjelaskan kemunafikan yang sedang dipertontonkan tatkala rakyat ingin bubarkandpr agar indonesiagelap segera berlalu dari ibuprofen pertiwi ini,BubarkanDPR,0,Negative,7271
dulu gus duh pernah membekukan dpr ri beberapa just a minute setelahnya gus duh di lengserkan dari kursi presiden republik indonesia dulu gus duh pernah berkata dpr itu seperti taman kanakkanak dan sekarang isinya macam uya kuya sahroni eko patrio bubarkandpr,BubarkanDPR,0,Negative,7272
investasi akan menguap pertumbuhan ekonomi terhambat dan pengangguran bisa meningkat kekacauan sosial dan politik akan terjadi polarisasi masyarakat yang ekstrem antara yang pro dan kontra unjuk rasa besarbesaran dan berpotensi anarkis tidak terelakkan bubarkandpr,BubarkanDPR,0,Negative,7273
sudah kali demo besar besaran ini presiden tidak ada keluar statment apa apa kah tidak ada wacana mau diskusi di tuntutan pendemo atau apa begitu seenggak nya buat nenangin keadaan pantas ikut pemilu berkali berkali gagal selalu ternyata begini kepemimpinan nya bubarkandpr indonesiagelap,BubarkanDPR,0,Negative,7274
semua hal yang menjijikan dari parcok dan parjo anjing ini lebih jijik lagi you pasangan pasangan mereka yang bodoh ini asbun tidak ada makna memang lonte bahkan lonte benaran otaknya tidak special edition gesrek tahi ledig ini bubarkandpr polisipembunuhrakyat polisipembunuh acab1312 stoppolicebrutality,BubarkanDPR,0,Negative,7275
gedung dprd kediri harus menunggu apalagi menunggu daerah lain melakukan hal yang sama bubarkandpr,BubarkanDPR,0,Negative,7276
sudah benar bubarkandpr jika begitu kedepan pilih anggota dpr tidak berdasarkan partai,BubarkanDPR,0,Negative,7277
tetiba fiture exciting mati you haha pemerintahan yang sangat tidak mau di transparansi you begini takut am i boverd kalian kesebar hello dpr dprrakus bubarkandpr exciting indonesiagelap indonesiakorbanjokowi,BubarkanDPR,0,Negative,7278
kapok kamu pencitraan saja kamu kuncing kurapbubarkandpr dprbubar,BubarkanDPR,0,Negative,7279
giliran uya kuya meminta maaf kalau partai personal area network tidak memecat keduanya uya kuya dan eko patrio dari dpr ri jelas akan mempengaruhi hasil suara partai personal area network di karena keduanya berasal dari partai yang sama bubarkandpr,BubarkanDPR,0,Negative,7280
hatihati kita tahu track record ketika masih jadi abri anak buahnya yang lorengloreng bisa kapanpun melakukannya tinggal something or someone good bubarkandpr,BubarkanDPR,2,Positive,7281
convert music hati nurani yang serta merta tenggelam dalam keserakahan lalu mati perlahan bersama keadilan tidak bisa ikut turun aksi menemani pejuang yang lain tapi aku bisa ikut berisik lewat kata ripdemokrasi bubarkandpr saveindonesiafromdpr dprdewanpenindasrakyat,BubarkanDPR,0,Negative,7282
joocyee pun tahu dia cantik tidak denial dia cantik dan ganteng dan imut dan aku benci pemerintah bubarkandpr semuagaragarapolisi,BubarkanDPR,2,Positive,7283
harusnya di tetapkan dalam uu kalau seperti ini sewaktu sewaktu bisa diberikan lagi harusnya tanpa tunjangan kecuali makan dan gapok saja sesuai umr dan max 2x umr dan takehomepay tidak ada tambahan lagi jika tidak mau maka bubarkandpr makzulkangibran,BubarkanDPR,0,Negative,7284
padahal aku itu paling malas bahas politik apalagi sampai hang out di sosmed bahkan pas pemilu pun enggak mau ngepost apaapa tapi ini sudah keterlaluan sampai bikin aku ngepost unsolicted email cerita tentang kericuhan ini bubarkandpr gantipresiden polisipembunuh,BubarkanDPR,0,Negative,7287
sudah cukup yuk demi kebaikan semua bapak sebaiknya berhenti menjabat sebagai kapolri agar fokus protes masa bisa jernih tertuju ke lagian mengundurkan diri lebih terhormat daripada jatuh bersama bapak 17an bubarkandpr,BubarkanDPR,0,Negative,7288
teman sumpah ingat kita belum selesai ini akses perncarian nafkah ditutup demi pembungkaman bubarkandpr polisipembunuhrakyat polisipembunuh 1312acab dprbebannegara lawan,BubarkanDPR,0,Negative,7289
laut tetap seperti takkan kurang hanya hati dan budi manusia semakin dangkal dan miskin pramoedya ananta toer bubarkandpr stopbayarpajak,BubarkanDPR,0,Negative,7290
hanya revolusi yang menentukan pramoedya ananta toer bubarkandpr stopbayarpajak,BubarkanDPR,0,Negative,7291
tiada hadiah diharapkan oleh brahmana yang mulia kalau dia sudah dapat memberikah dharma untuk kesejahteraan titah paralytic dewa akan mengantar kasudahannya pramoedya ananta toer bubarkandpr stopbayarpajak,BubarkanDPR,2,Positive,7292
tidak ada orang yang tidak suka pada pujian kalau orang merasa terhina karena dipuji tandanya orang itu berhati culas pramoedya ananta toer bubarkandpr stopbayarpajak,BubarkanDPR,0,Negative,7293
halah prett pengalihan isu apa lagi tertawa bubarkandpr,BubarkanDPR,0,Negative,7294
hai muts jangan sampai ada yang tutup mata dengan demo ini ini demi semua rakyat indonesia resetindonesia bubarkandpr indonesiagelap,BubarkanDPR,0,Negative,7295
kira kira di wag paralytic tikus itu ketakutan tidak you lihat salah satu sarang tikus nya di jarah masih berani kah lawan rakyat yang kelaparan ini sahronikandprkorup bubarkandprmpr bubarkandpr polisipembunuhrakyat,BubarkanDPR,0,Negative,7296
aku tidak masalah sangat kalau pertama akun twitku dan pertama postingan ku dipakai untuk mencari keadilan bubarkandpr kawalkasusdpr indonesiareset acabforever,BubarkanDPR,2,Positive,7297
kelamaan menunggu uu perampasan aset langsung praktik saja sahkanuuperampasanaset bubarkandpr,BubarkanDPR,0,Negative,7298
deddy sitorus juga kemarin ngata mengatai rakyat jelata sumpah kelakuannya seperti bubarkandpr,BubarkanDPR,0,Negative,7299
exciting tiktok kan gacuma tentang demo saja ada yang jualan juga bjirr kalau begini malah menghambat perekonomian tertawa ripdemokrasi bubarkandpr,BubarkanDPR,0,Negative,7300
berbenah itu berani buka gerbang gedung cucu sokekarno kalau kamu benar benar cucu apa perlu di culik dulu seperti soekarno baru berani bicara proklamasi bubarkandpr adilijokowi resetindonesia rakyatindonesiamurka,BubarkanDPR,0,Negative,7301
mulai panik pelawak kita bisa dilihat dari raut wajahnya indonesiagelap indonesia bubarkandpr ekopatrio,BubarkanDPR,0,Negative,7302
undangundang perampasan aset koruptor akhirnya disahkan oleh rakyat secara langsung menunggu wakil mereka yang songong di parlemen mensahkannya kelamaan kerjanya tidak becus bubarkandpr bubarkandpr,BubarkanDPR,0,Negative,7303
aku syok sangat sumpah indonesia selama ini enggk pernah setransparan mengenai anggaran pengolahan apbd aku sedih sangat sekarang baru paham kenapa rakyat sering sangat anarkis pemerintahannya saja seperti begitu enggk mau terbuka sama rakyatnya indonesiagelap bubarkandpr indonesia,BubarkanDPR,0,Negative,7304
hati hati yang masih demo di lapangan saat lampu jalan padam bubarkandpr,BubarkanDPR,0,Negative,7305
anjing baru kali ini aku pasang virtual private network hanya untuk lihat update terbaru negara aku tolong tetap jaga diri you teman 1312acab bubarkandpr indonesiagelap polisipembunuhrakyat,BubarkanDPR,1,Neutral,7306
working at home kencang sangat pergerakannya kalau beginian kalau urusan judol tunggu sampai dpr diganti sudah bubarkandpr polisipembunuh polisimusuhbersama,BubarkanDPR,0,Negative,7307
prayforojoldriver cepat sembuh indonesiaku bubarkandpr,BubarkanDPR,2,Positive,7308
eko patrio kenapa kok pucet sekali mau mati you jangan lupa ajak uya kuya dan ahmad sahroni setidaknya mengurangi populasi orang bodoh di dpr ri bubarkandpr,BubarkanDPR,0,Negative,7309
pemerintah sekarang akan melakukan apapun dengan segala cara kecuali mendengarkan rakyatnya sendiri bubarkandpr,BubarkanDPR,0,Negative,7310
bubarkandpr deport yang lagi di lain,BubarkanDPR,0,Negative,7311
acab bubarkandpr resetindonesia scosummit2025 so3ttahal1m,BubarkanDPR,1,Neutral,7312
makanya kalau jadi anggota dpr karyawan itu jangan arogan serakah nirempati sombong songong konyol ngelunjak amplifier menantang terhadap boyfriend over shoulder kalian rakyat sekarang rasakanlah lanjut geruduk rumah eko patrio uyya kuyya dsb dukungdemonstran peoplepower bubarkandpr,BubarkanDPR,0,Negative,7313
eko patrio meminta maaf bubarkandpr indonesiagelap acab1312,BubarkanDPR,1,Neutral,7314
sayang ajak mundur ajak parents are watching anggota amplifier yang joget joget kemarin sila ditambahi insya allah massa seindonesia bisa tenang colek srimulyono10th polisimusuhbersama bubarkandpr,BubarkanDPR,1,Neutral,7315
untuk kamu yang penggemar selai coklat coba bawa ini work from anywhere sahroni bubarkandpr uyakuya ekopatrio nafaurbach brimob indonesia jakarta bandung surabaya srimulyani,BubarkanDPR,1,Neutral,7316
acab bubarkandpr resetindonesia scosummit2025 hal1mm,BubarkanDPR,1,Neutral,7317
fitur exciting tiktok katanya tidak bisa masih banyak aplikasi exciting ada shopee bigo youtube dismay video dsb pergunakan dengan maksimal polisipembunuh bubarkandpr tnibukantemankita,BubarkanDPR,1,Neutral,7318
acab bubarkandpr resetindonesia scosummit2025 hal1m,BubarkanDPR,1,Neutral,7319
mengundurkan diri bukan meminta maaf tidak ada guna karena budak neopki hari senin sudah bubar bubarkandpr resetindonesia adilijokowi adiligibran rakyatindonesiamurka revolusiindonesia reformasidikorupsi,BubarkanDPR,0,Negative,7320
tetap hati teman bubarkandpr demo dprbubar,BubarkanDPR,0,Negative,7321
tapi kan mereka dulu yang memulai dengan cara melindas bubarkandpr polisipembunuhrakyat,BubarkanDPR,0,Negative,7322
apa yang kalian petik dari kejadian ini sahroni uya kuya eko patrio nafa urbach dan sri mulyani bubarkandpr resetindonesia polisipembunuh polisipembunuhrakyat brimob chaos kaburajadulu dprbebannegara stoppolicebrutality gfawakeconcertd1,BubarkanDPR,1,Neutral,7323
aduh greget pada nyuruh prabowo berhenti jadi presiden tolong suruh gibran berhenti juga jadi wapres dong sepaket musnahin saja tolong suruh abisin saja mbak biar kagak mubazzir new overhauled bubarkandpr indonesiagelap demokrasitelahmati,BubarkanDPR,0,Negative,7324
dari kejadian rumah sahroni semoga kedepannya itu orang orangan dpr kagak that's ok sokan berkuasa lagi sudah bubarkandpr,BubarkanDPR,0,Negative,7325
ferrari nya sahroni kemana paling uya kuya eko patrio dan sri mulyani kabur duluan jangan terprovokasi bubarkandpr resetindonesia polisipembunuh polisipembunuhrakyat brimob chaos kaburajadulu dprbebannegara stoppolicebrutality gfawakeconcertd1,BubarkanDPR,0,Negative,7326
rumah sahroni di jarah apakah selanjutnya uya kuya dan eko patrio sri mulyani juga mengesalkan bubarkandpr resetindonesia polisipembunuh polisipembunuhrakyat brimob chaos kaburajadulu dprbebannegara stoppolicebrutality gfawakeconcertd1,BubarkanDPR,0,Negative,7327
masih kurang belajar after ketolak jadi presiden berkali kali ibarat ketolak snbt terus mau gap year tapi di lanjut year malah mengulang kesalahan yang sama bahkan bahkan lebih buruk hdh ble ecstasy kamu semua shibul bubarkandpr,BubarkanDPR,0,Negative,7328
presiden ri berbelasungkawa ke affan prabowosubianto bubarkandpr sahroni,BubarkanDPR,1,Neutral,7329
palsu itu kakak yang asli tidak di situation nyimpenya bahkan yang di pakai dia tiap hari itu juga bukan yang aslibenda sekecil dan semahal itu pasti di duplikasi demi keamananwalopun palsu juga mahal stop it sahroni dpr bubarkandpr demo25agustus2025,BubarkanDPR,0,Negative,7330
bapak harto saja tidak percaya kang kakak makanya kamu kaboouur karena kamu bukan jenderal rakyat kamu hanya seorang kutu a lot of yang halusinasi ingin seperti soekarno that's ok that's ok pidato berapi berapi ternyata omon omon melawanlupa bubarkandpr adilijokowi pecatwapresbocil rakyatindonesiamurka,BubarkanDPR,0,Negative,7331
makanya itu mulut kalian di jaga sahroni uya kuya eko patrio dan sri mulyani jangan terprovokasi you teman bubarkandpr resetindonesia polisipembunuh polisipembunuhrakyat brimob chaos kaburajadulu dprbebannegara stoppolicebrutality gfawakeconcertd1,BubarkanDPR,0,Negative,7332
sahroni menyimpan ferrari nya kayaknya sih ini mungkin jadi ancang buat eko patrio uya kuya dan sri mulyani juga nanti bubarkandpr resetindonesia polisipembunuh polisipembunuhrakyat brimob chaos kaburajadulu dprbebannegara stoppolicebrutality gfawakeconcertd1,BubarkanDPR,1,Neutral,7333
ferrari nya sahroni kemana you terus uya kuya eko patrio dan sri mulyani bagaimana jangan terprovokasi bubarkandpr resetindonesia polisipembunuh polisipembunuhrakyat brimob chaos kaburajadulu dprbebannegara stoppolicebrutality gfawakeconcertd1,BubarkanDPR,0,Negative,7334
tujuan utama adalah mencari ahmad sahroni dan uya kuya betapa rendahnya kita di mata mereka sampai mereka menyepelekan kita mentertawakan mencaci maki bahkan membuat lelucon tentang kita kali ini kita akan lawan konsolidasi dengan bem masing masing bubarkandpr,BubarkanDPR,0,Negative,7335
hello teman nanti aku update misi antartika lagi yeah bubarkandpr,BubarkanDPR,1,Neutral,7336
apa saja yang dijarah di rumah sahroni ijazah sertipikat tanah piano patung ironman mesin cuci foto keluarga blueray porno bathtub just a minute tangan bubarkandpr ahmadsahroni,BubarkanDPR,1,Neutral,7337
sudah habis husnudzon ku buat shibal sekiyaa macam ini mengaku salah data karena sudah kacau demo dimana pasti nanti tetap cari cara buat di sah kan bubarkandpr,BubarkanDPR,0,Negative,7338
preman tj priok sudah kabur ke singapura tukang jilat pantat ibuprofen banteng ini ngumpet di mana eko patrio nafa urbach uya kuya menunggu di roasting rakyat berhenti jarah asset rakyat dan negara bubarkandpr,BubarkanDPR,0,Negative,7339
rumah sahroni bubarkandpr,BubarkanDPR,1,Neutral,7340
kami sudah benar muah mendengar alasan yang konyol kedaulatan tetap di tangan rakyat bubarkandpr,BubarkanDPR,0,Negative,7341
mrpresiden kebanyakan pidato omon omon retorika seharusnya mendapatkan piala citra untuk efek khusus terbaik adilijokowi bubarkandpr pecatwapres rakyatindonesiamurka revolusiataumatitertindas resetindonesia indonesiagelap demokrasitelahmati,BubarkanDPR,0,Negative,7342
exciting pada dihilangkan bukti negara takut pada gelombang masyarakat bubarkandpr polisipembunuh 1312forever,BubarkanDPR,0,Negative,7343
buset extremely awesome sangat sumpaah dari barang barang mahal sampai ijazah pun diambil warga bubarkandpr,BubarkanDPR,2,Positive,7344
apakah exciting tiktok dibungkam bubarkandpr demo demokrasi,BubarkanDPR,0,Negative,7345
ketua dprd wonosobo memalukan bubarkandpr,BubarkanDPR,0,Negative,7346
kartini pernah mengatakan mengarang adalah bekerja untuk keabadian pramoedya ananta toer bubarkandpr stopbayarpajak,BubarkanDPR,1,Neutral,7347
baca dan dipikir pakai logika you wo kalau memang kamu punya logika dan logika berpikir kamu jalan polisipembunuhrakyat bubarkandpr,BubarkanDPR,1,Neutral,7348
itu nilai apa tanggal ultah haechan ron bubarkandpr,BubarkanDPR,0,Negative,7349
agak lain memang ini orang bubarkandpr polisipembunuhrakyat,BubarkanDPR,0,Negative,7350
memang bangkai ini orang bubarkandpr polisipembunuhrakyat,BubarkanDPR,0,Negative,7351
kediri jawa timur bubarkandpr copotgantisrimulyani copotkapolri indonesiagelap indonesiacemas,BubarkanDPR,1,Neutral,7352
hidup di indonesia bapak aku misscall selalu sejam sekali pitty shoki tidak pulang pulang kimak bubarkandpr,BubarkanDPR,0,Negative,7353
sekalian mau mengingatkan juga tuntutan rakyat bubarkandpr,BubarkanDPR,1,Neutral,7354
kalian dulu yang memulai sampai ada yang meninggal amplifier kalian hanya meminta maaf dasar playing victim bubarkandpr polisipembunuhrakyat,BubarkanDPR,0,Negative,7355
ini rumah eko patrio yang konon seharga sama bubarkandpr,BubarkanDPR,1,Neutral,7356
cukup bapak cukupbertindak bertindak aku tahu bapak bisa dan sanggup dan mampu rakyat jenuh bapak rakyat kesal dikondisi seperti mereka sudah merencanakan lama berhenti masih banyak rakyat kelaparanhauskesulitan tolong berhenti bubarkandpr,BubarkanDPR,0,Negative,7357
gede lah 3jt sehari aku gaji tapi buat sebulan belum kalau nggajinya telat memang anggota dpr seperti bubarkandprri,BubarkanDPR,0,Negative,7358
apa yang jadi perintah prabowo terhadap kapolri dan panglima tni untuk menindak tegas rakyat yang marah karena bobroknya sistem pemerintahan karena penculik you tidak scholastic assessment test indonesiagelap bubarkandpr,BubarkanDPR,0,Negative,7359
terimakasih teman teman bubarkandpr copotkapolri copotgantisrimulyani indonesiagelap indonesiacemas,BubarkanDPR,0,Negative,7360
ketar ketir mukanya jancuk eko patrio bubarkandpr,BubarkanDPR,0,Negative,7361
teman teman bagi yang terluka atau sakit membutuhkan pertolongan bisa ke runescape ini ya tinggal something or someone good demokrasitelahmati bubarkandpr,BubarkanDPR,1,Neutral,7362
tidak akan kami percaya bangkai intinya bubarkan dpr bubarkandpr polisipembunuhrakyat,BubarkanDPR,0,Negative,7363
spill man-alien-predator dpr di roblox dong aku mau gabung bubarkandpr,BubarkanDPR,0,Negative,7364
jennie sunda ngedate dengan ningning bandung di kmpg halaman anjay bubarkandpr,BubarkanDPR,1,Neutral,7365
dpr amplifier polisi anjing tidak punya otak semoga kamu semua membusuk di neraka polisipembunuhrakyat bubarkandpr,BubarkanDPR,0,Negative,7366
kini ibuprofen sedang susah merintih amplifier berdoa indonesia lekaspulih bubarkandpr,BubarkanDPR,0,Negative,7367
sekarang ganti gedung dprd kota kediri yang di bakar oleh massa bubarkandpr sahroni dibakar,BubarkanDPR,0,Negative,7368
di tengah emosi masa yang begitu banyak memang rentan ada penyusup yang berniat jahat tapi itu tidak akan bekerja berulang dalam waktu lama dulu kamera hanya dibawa oleh wartawan sekarang hampir semua bawa harry potter berkamera penyusup akan tertangkap 17an bubarkandpr,BubarkanDPR,0,Negative,7369
segera reformasi polri bapak pecat kapolri dan yang menabrak afan bubarkandpr affankurniawan,BubarkanDPR,0,Negative,7371
dpr bodoh dprbebannegara dprbebanrakyat bubarkandpr,BubarkanDPR,0,Negative,7372
ingett guyss chindo juga masih darah indonesia jaga minorities jaga warga sipil jaga anak anak yang harus kita serang adalah rumah anggota dpr ri yang menantang rakyat serang gedung dpr amplifier mpr agar ruu perampasan aset segera di teken dan di sahkan rubah ruu kuhap bubarkandpr,BubarkanDPR,0,Negative,7373
bapak yang kamu hadapi ini adalah kemarahan dari kekuasaan tertinggi di demokrasi kami adalah atasan bapak maka kami perintahkan bapak untuk menuruti kemauan kami jangan bertindak bodoh untuk melawan application programming interface dengan application programming interface jadilah blanked untuk kami yang haus keadilan bubarkandpr,BubarkanDPR,0,Negative,7374
kepengarangan yang memiliki faal perbuatan sosial pada gilirannya harus pula bersambung dengan pers yang progesif pramoedya ananta toer bubarkandpr stopbayarpajak,BubarkanDPR,0,Negative,7375
dengan melawan kita takkan sepenuh kalah pramoedya ananta toer bubarkandpr stopbayarpajak,BubarkanDPR,2,Positive,7376
alamat terbaru powers that be duren sawit blok q7 no offence amplifier duren sawit jakarta timur dki jakarta indonesia bubarkanbrimob bubarkandpr makzulkangibrangengsolo,BubarkanDPR,1,Neutral,7377
gusyy aku bukannya tonedeaf soal negara you aku speak atas kokk tapi you diakun utama tidak disini akun ini buat punya fun ku saja tapi you tetap bubarkandpr,BubarkanDPR,0,Negative,7378
wkwkwkwk mereka yang mendukung tunjangan tersebut dan sekarang meminta dihentikan partai busuk pemasok koruptor bubarkandpr,BubarkanDPR,0,Negative,7379
setiap informasi sekarang dapat segera diverifikasi sebelum jadi acuan tindakan dan keterbukaan akses informasi adalah kontra alami dari operasi intelijen jadi meskipun ada usaha provokasi dari antekantek tidak akan berjalan mudah 17an bubarkandpr,BubarkanDPR,0,Negative,7380
dicari orang hilang ciri ciri botak ganteng dan pacarnya pekerjaan penjilat bubarkandpr ojoldilindas omon omon,BubarkanDPR,0,Negative,7381
wahai paralytic ketua partai pecat sahroni eko patrio sama uya kuya bubarkandpr,BubarkanDPR,0,Negative,7382
kemungkinan terjadi seperti kerusuhan menurut aku masih kecil tragedi waktu itu jelas sekali adalah produk operasi intelijen dan dapat dilakukan karena keterbatasan akses informasi pada masanya sekarang beda informasi sudah sangat terbuka 17an bubarkandpr,BubarkanDPR,0,Negative,7383
setelah rumah syahrono jangan sampai ketinggalan rumah eko sama uya bubarkandpr,BubarkanDPR,1,Neutral,7384
jangan terprovokasi polisipembunuh bubarkandpr sahroni indonesiagelap indonesiakorbanjokowi ripdemokrasi ripdemokrasiindonesia,BubarkanDPR,0,Negative,7385
adies kadir golkar ahmad syaroni nafa urbah nasdem bubarkandpr uya kuya eko patrio personal area network,BubarkanDPR,1,Neutral,7386
omon doang tetap konsisten untuk bubarkandpr,BubarkanDPR,0,Negative,7387
sahroni yang bilang rakyat pendemo orang yang bodoh sedunia ternyata bubarkandpr,BubarkanDPR,0,Negative,7388
ini teman yang penasaran sama nilai rata rata orang yang mengatai rakyat bodoh kemarin bubarkandpr resetindonesia,BubarkanDPR,0,Negative,7389
teman kalian kalau sudah senggang nanti dan kalau sempat juga aku rekomen buat menonton ini aku tidak banyak menonton film tapi film ini memberikan beberapa efek yang membuat aku sadar akan beberapa hal resetindonesia polisipembunuhrakyat bubarkandpr,BubarkanDPR,2,Positive,7390
rumahnya syahroni yang di bandung juga di bakar massa gess bubarkandpr chaos,BubarkanDPR,0,Negative,7391
ironman kalah di indonesia bubarkandpr,BubarkanDPR,0,Negative,7392
hidup perempuan yang melawan bubarkandpr polisipembunuh polisipembunuhrakyat resetindonesia,BubarkanDPR,0,Negative,7393
di cari bubarkandpr,BubarkanDPR,0,Negative,7394
warga jaga wargamayoritas jaga minoritasingat musuh kita bukan sesama warga apalagi aparat tapi tikus tikus di dpr dprri dprbubar bubarkandpr,BubarkanDPR,0,Negative,7395
tolong jangan anarkis karena kalian sendiri yang akan rugi teman tetaplah fokus pada tujuan awal bubarkandpr jangan melenceng you jaga diri baik,BubarkanDPR,0,Negative,7396
demo di makassar kemarin memang polisi disuruh langsung untuk tidak kembali atas pengamanan di dprd makassar sulsel bubarkandpr dprdewanpenindasrakyat,BubarkanDPR,0,Negative,7397
tinggal something or someone good semuanya jangan sampai jarah warga sipil bubarkandpr polisipembunuhrakyat acab1312 dprri,BubarkanDPR,1,Neutral,7398
hey you fokus bubarkandpr jangan mau pemecahan konsentrasi oleh partai dengan mengadu domba prabowo dan jokowi,BubarkanDPR,0,Negative,7399
jangan pada lupa dengan tujuan utama dsn tuntutan yang kita ajukan bahkan hastag indonesiagelap resetindonesia bubarkandpr polisipembunuh itu sudah tenggelam teralihkan oleh sahroni uya kuya eko patrio nafa dsb,BubarkanDPR,0,Negative,7400
janji datang berjuta bukti entah di mana bubarkandpr,BubarkanDPR,0,Negative,7401
