row_index,text,entity,role,ID
7191,kuliah institut alumni andy noya usir andyjurusan kesejahteraan sosial kampus bolehin aspirasi institut jurusan kesejahteraan sosial bubarkandpr bubarkandprri,institut jurusan kesejahteraan sosial,ORG,7911
7199,berjuang dijalan tingkatkan kewaspadaan kabarnya aparat keparat diperintahkan menembaki paralytic demonstran buktinya teman orang ditembak kepala polisipembunuh acab1312 bubarkandpr,acab1312,PER,7919
7200,mari susun puzzle ahmad sahroni bubarkandpr bubarkandprsontoloyo bubarkandprri jakarta chaos makasar chaos bandung chaos copotgantikapolri copotlistyosigit copotkapolri pecatkapolri polisipembunuh aniani bangsat,ahmad sahroni,PER,7920
7200,mari susun puzzle ahmad sahroni bubarkandpr bubarkandprsontoloyo bubarkandprri jakarta chaos makasar chaos bandung chaos copotgantikapolri copotlistyosigit copotkapolri pecatkapolri polisipembunuh aniani bangsat,##sontoloyo,PER,7920
7200,mari susun puzzle ahmad sahroni bubarkandpr bubarkandprsontoloyo bubarkandprri jakarta chaos makasar chaos bandung chaos copotgantikapolri copotlistyosigit copotkapolri pecatkapolri polisipembunuh aniani bangsat,aniani bangsat,PER,7920
7202,maaf syetan maharani maafkami bubarkandpr stopbayarpajak,syetan maharani,PER,7922
7205,information teman teman posko logistik makanan pendemo berbagi rezeki makananminuman pendemo kakak kakak dimsum turun lapangan posko makanan indonesiagelap polisipembunuh bubarkandpr acab1312,dimsum,PER,7925
7213,menghilang provokasi menunggangi menjadikan mahasiswa kuda tunggangan account link bubarkandpr bubarkandprsontoloyo polisipembunuhrakyat polisimusuhbersama polisianjing,##sontoloyo,PER,7933
7214,negara tan malaka beliau menulis soviet dewan rakyat sesuai kondisi indonesia dibandingkan parlemen pikir bacaan nama bukunya parlemen soviet indonesiagelap bubarkandpr,tan malaka,PER,7934
7221,prabowo prabowo negara chaos maaf anjing anjing resetindonesia polisipembunuh bubarkandpr,prabowo prabowo,PER,7941
7222,salah account provokator rusuh menghilang tanggung account anonymous kampret paralytic mahasiswa mikir agustus ditunggangi account bubarkandpr,anonymous,PER,7942
7223,convert music affan kurniawan convert music indonesias democracy tangisan orang tua terkubur dilindas mesin durjana habis gelap barasuara chaos bubarkandpr polisipembunuh resetindonesia indonesiagelap acab acab1312,affan kurniawan,PER,7943
7224,gulir baca berita almarhum affan menangis berhenti blanked mata azab pemerintah hina rabb bubarkandpr,affan,PER,7944
7225,pengumuman laporan harta kekayaan penyelenggara negara lhkpn ahmad sahroni tenangtenang eko patrio uya kuya anggota dpr ri bubarkandpr bubarkandprsontoloyo bubarkandprri chaos polisipembunuh copotkapolri copotgantikapolri,ahmad sahroni,PER,7945
7225,pengumuman laporan harta kekayaan penyelenggara negara lhkpn ahmad sahroni tenangtenang eko patrio uya kuya anggota dpr ri bubarkandpr bubarkandprsontoloyo bubarkandprri chaos polisipembunuh copotkapolri copotgantikapolri,eko patrio,PER,7945
7225,pengumuman laporan harta kekayaan penyelenggara negara lhkpn ahmad sahroni tenangtenang eko patrio uya kuya anggota dpr ri bubarkandpr bubarkandprsontoloyo bubarkandprri chaos polisipembunuh copotkapolri copotgantikapolri,uya kuya,PER,7945
7225,pengumuman laporan harta kekayaan penyelenggara negara lhkpn ahmad sahroni tenangtenang eko patrio uya kuya anggota dpr ri bubarkandpr bubarkandprsontoloyo bubarkandprri chaos polisipembunuh copotkapolri copotgantikapolri,##sontoloyo,PER,7945
7234,update pkl wita suara adzan terdengar gedung dprd prov sulawesi selatan hangus terbakar makassar ramai urip pettarani massa stand application programming interface padam bubarkandpr dprbubar polisipembunuhrakyat polisipembunuh,urip pettarani,PER,7954
7236,orang sejarah kelam situasi terkesan lamban meredam amarah rakyat cepat copot kapolri cepat copot mulyani cepat copot bahil cepat copot pembantu suka gaduh cepatan woyy bubarkandpr chaos resetindonesia,mulyani,PER,7956
7236,orang sejarah kelam situasi terkesan lamban meredam amarah rakyat cepat copot kapolri cepat copot mulyani cepat copot bahil cepat copot pembantu suka gaduh cepatan woyy bubarkandpr chaos resetindonesia,bahil,PER,7956
7237,convert music adik affan convert music brimob oknum penabrakan utama dpr layak bertanggung enggak usah that's ok ucapan berdukalah bubarkandpr,affan,PER,7957
7241,logika anu prof bubarkandpr,prof bubarkandpr,PER,7961
7242,hastag turun teman tolong sasaran pelaku utama dimulaikan bubarkandpr,hastag,PER,7962
7247,rayain ultah gyupin tenang kehalang rezim bubarkandpr,rayain ultah gyupin,PER,7967
7249,biji mane anggota anggota copotgantikapolri pecatkapolri bubarkandpr bubarkandprsontoloyo bubarkandprri makasar chaos bandung membara jakarta menyala indonesiagelap indonesiacemas peace perjuangan social media fighter,biji mane,PER,7969
7258,tone deaf bodoh bubarkandpr indonesiagelap acab polisipembunuhrakyat brimob,tone deaf,PER,7978
7260,temanteman kakakkakak titik aksi besok tolong tinggal something or someone good pulanglah rumah selamat terima kasih perjuangannya bubarkandpr indonesiagelap resetindonesia polisipembunuhrakyat acab,bubarkandpr indonesiagelap resetindonesia polisipembunuhrakyat,ORG,7981
7261,pecat ahmad sahroni antekanteknya bubarkandpr chaos resetindonesia brimob polisipembunuh,ahmad sahroni,PER,7982
7263,marah marah benarbenar marah hatiku tinggal diam berdukacita semoga dilindungi sembulah indonesia aparatkeparat bubarkandpr indonesiagelap thepolicekillingcivilian keadilan,thepolicekillingcivilian keadilan,ORG,7985
7267,acab bubarkandpr benaran sedih jancuk orang tua ngebayangin betapa sedih sakitnya orang tua almarhum affan dilindas seenak jidatnya nyawa manusia,affan,PER,7989
7273,tuntutan forum aktivis purwokerto tergabung fampr forum aksi mahasiswa purwokerto reformasi aksi dilanjutkan pernyataan sikap tuntutan bubarkandpr brimob turun polisipembunuh,forum aktivis purwokerto,ORG,7995
7273,tuntutan forum aktivis purwokerto tergabung fampr forum aksi mahasiswa purwokerto reformasi aksi dilanjutkan pernyataan sikap tuntutan bubarkandpr brimob turun polisipembunuh,fampr forum aksi mahasiswa purwokerto,ORG,7995
7276,rakyat dilindas mobil barracuda brimob ngelindes kabur sinting mendidih darahku amplifier sesak videonya husnul khotimah kakak ojol bubarkandpr,husnul khotimah,PER,7998
7277,month pergi jakarta tengok orang demo masani komplexs parlimen republik silap tour guide bicara demo permit pemohonan sesiapa polis turun memantau shaja semoga warga indonesia mendpt keadilan bubarkandpr,shaja,PER,7999
7290,resetindonesia acab1312 bubarkandpr chaos tonedeaffinalbosh,##edeaffinalbosh,PER,8013
7293,motor ditilang bertiga cinta link koleksi bosangka jokowi cariteman bubarkandpr lapakcot bubarkandprsontoloyo roblox polisipembunuh brimob polisipembunuhrakyat,jokowi,PER,8016
7295,absolute sinema teman seperjuangan meninggal jancuk dilindas mobil brimob bisanya makan bareng acab1312 demo bubarkandpr resetindonesia,absolute,PER,8018
7296,zaman menangis hubungan tangisin negara chaos kehilangan jati bangsanyalah brimobpembunuh bubarkandpr affankurniawan,affankurniawan,PER,8019
7298,murata yushiro babe bubarkandpr,mur,PER,8021
7298,murata yushiro babe bubarkandpr,yushiro babe,PER,8021
7299,sajak widji thukul abadi tertidur indonesiagelap dprri bubarkandpr,widji thukul,PER,8022
7311,ku duga hastag bubarkandpr demo ter hilang mencari,hastag,PER,8035
7315,dalang kocak lihat new overhauled ibuprofen tercinta puan bilang rakyat indonesia mengomong pikir takut bubarkandpr makan dasar tikus,puan,PER,8039
7322,kesal anjing bermasalah polisi dpr polisi kena dampak langsung kena massa anggota dpr enak lehaleha kamar beyond economical repair air conditioning suffer bubarkandpr polisipembunuhrakyat dprtai,lehaleha,PER,8046
7323,membakar halte provokator terbawa arus amarah dpr polisi malam makan marak oknum provokator adil affan adil orang republic indonesia rakyatbanturakyat bubarkandpr polisipembunuhrakyat,affan adil,PER,8047
7338,exciting update terkini situasi dijakarta chaos bubarkandpr chaos bubarkandpr affan nasdem bandung lautan application programming interface puan sahroni resiko makassar,affan nasdem,PER,8062
7338,exciting update terkini situasi dijakarta chaos bubarkandpr chaos bubarkandpr affan nasdem bandung lautan application programming interface puan sahroni resiko makassar,puan sahroni,PER,8062
7343,sri sultan langsung turun pengawalan bubarkandpr polisipembunuhrakyat,sri sultan,PER,8067
7345,bersuara intimidasi pantaskah negara rumah resetindonesia bubarkandpr polisipembunuhrakyat polisipembunuh brimob dprbebanrakyat copotkapolri restinpeace,restinpeace,PER,8069
7347,cool horeg turun banyaknya bubarkandpr,cool horeg,PER,8071
7347,cool horeg turun banyaknya bubarkandpr,bubarkandpr,ORG,8071
7350,jujur tinggal makassar terseram gedung dprd kota makassar terbakar marah warga polisipembunuhrakyat bubarkandpr dprbubar polisipembunuh,jujur,PER,8074
7355,pray indonesia dimana pejabatnya menghalalkan diharamkan rakyatnya kelaparan kesusahan dimana jabatan jembatan menindas merampas merendahkan membungkam agama dimana aqidah bubarkandpr resetindonesia,pray indonesia,ORG,8079
7355,pray indonesia dimana pejabatnya menghalalkan diharamkan rakyatnya kelaparan kesusahan dimana jabatan jembatan menindas merampas merendahkan membungkam agama dimana aqidah bubarkandpr resetindonesia,resetindonesia,ORG,8079
7357,sumpil kesal banget namanya dpr negeri eko china sahroni singapore australia marathon italia nkri kacau balau ulah kabur berulahnya convert music hati nurani bubarkandpr,sumpil,PER,8081
7357,sumpil kesal banget namanya dpr negeri eko china sahroni singapore australia marathon italia nkri kacau balau ulah kabur berulahnya convert music hati nurani bubarkandpr,eko china,PER,8081
7357,sumpil kesal banget namanya dpr negeri eko china sahroni singapore australia marathon italia nkri kacau balau ulah kabur berulahnya convert music hati nurani bubarkandpr,sahroni singapore,PER,8081
7358,fokus tujuan dipermainkan isu rasial takut bersatu brimob bubarkandpr polribunuhrakyat hidupmahasiswa sttnf kabinetanantadisha bem polrimusuhrakyat indonesiagelap acab 1312forever 1312acab,sttnf,ORG,8082
7359,camkan puan maharani pembohong kumpulan mafia koruptorbubarkandpr,puan maharani,PER,8083
7374,sumber dpr bubarkandpr bubarkandprsontoloyo,##kandpr bubarkandprsontoloyo,PER,8098
7375,bubarkandpr sahroni tahi,sahroni tahi,PER,8099
7379,halte senen dibakar miris halte selesai renov cakep malam hangus tersisa tolong fokus tujuan utama transum teman bubarkandpr,transum,ORG,8103
7384,solo agustus malam perjuangan multi user bubarkan dpr usut ojol dilindas usut sudewo bubarkandpr ojoldilindas revolusi98,ojol,PER,8108
7384,solo agustus malam perjuangan multi user bubarkan dpr usut ojol dilindas usut sudewo bubarkandpr ojoldilindas revolusi98,sudewo,PER,8108
7384,solo agustus malam perjuangan multi user bubarkan dpr usut ojol dilindas usut sudewo bubarkandpr ojoldilindas revolusi98,ojoldilindas,PER,8108
7389,gara gara periode titipin gibran mm ok amplifier wowo jokowi dibutakan kekuasann rasakan akibatnya rakus jokowi salah presiden terbaik bubarkandpr,titipin gibran,PER,8113
7389,gara gara periode titipin gibran mm ok amplifier wowo jokowi dibutakan kekuasann rasakan akibatnya rakus jokowi salah presiden terbaik bubarkandpr,wowo jokowi,PER,8113
7389,gara gara periode titipin gibran mm ok amplifier wowo jokowi dibutakan kekuasann rasakan akibatnya rakus jokowi salah presiden terbaik bubarkandpr,jokowi,PER,8113
7390,bocil rosblok murka bubarkandpr acab1312,bocil rosblok,PER,8114
7399,isin kon mlebu berita luarnegri wo wo satrio wirang bubarkandpr polisipembunuh,satrio wirang,PER,8123
7401,joget working from home disaat geruduk rakyatbubarkandpr eko patrio deddy sitorus babi ahmad sahroni orang tertolol sedunia wajah pengecutsama pimpinan puan maharani pembohong bubarkan,eko patrio,PER,8125
7401,joget working from home disaat geruduk rakyatbubarkandpr eko patrio deddy sitorus babi ahmad sahroni orang tertolol sedunia wajah pengecutsama pimpinan puan maharani pembohong bubarkan,deddy sitorus,PER,8125
7401,joget working from home disaat geruduk rakyatbubarkandpr eko patrio deddy sitorus babi ahmad sahroni orang tertolol sedunia wajah pengecutsama pimpinan puan maharani pembohong bubarkan,babi,PER,8125
7401,joget working from home disaat geruduk rakyatbubarkandpr eko patrio deddy sitorus babi ahmad sahroni orang tertolol sedunia wajah pengecutsama pimpinan puan maharani pembohong bubarkan,ahmad sahroni,PER,8125
7401,joget working from home disaat geruduk rakyatbubarkandpr eko patrio deddy sitorus babi ahmad sahroni orang tertolol sedunia wajah pengecutsama pimpinan puan maharani pembohong bubarkan,puan maharani,PER,8125
7404,gantung koruptor kpk takut rakyat kpk sita asetnya miskin koruptor paralytic dewan binatang duduk sarang mafia koruptor takut ahmad sahroni anjing jalanan ahmad sahroni orang tertolol seduniabubarkandpr,ahmad sahroni,PER,8128
7404,gantung koruptor kpk takut rakyat kpk sita asetnya miskin koruptor paralytic dewan binatang duduk sarang mafia koruptor takut ahmad sahroni anjing jalanan ahmad sahroni orang tertolol seduniabubarkandpr,ahmad sahroni,PER,8128
7405,alumni mahasiswa prody administrasi negara enggak bisa diam akun muah indonesia sehat bubarkandpr polisipembunuh brimob brimobpembunuh affankurniawan indonesiagelap,affankurnia,PER,8129
7407,horeg bersinar main lagu disc jockey kuping anggota dpr dengar suara rakyat acab bubarkandpr,acab,PER,8131
7418,dascontol aktif jancuk dprtai bubarkandpr,dascontol,PER,8143
7420,dimana temui syahroni eko patrio uya kuya dedi sitorus barangkali teman teman pendemo bersilaturahmi anggota anggota dpr terhormat bubarkandpr polisipembunuh,syahroni,PER,8145
7420,dimana temui syahroni eko patrio uya kuya dedi sitorus barangkali teman teman pendemo bersilaturahmi anggota anggota dpr terhormat bubarkandpr polisipembunuh,eko patrio,PER,8145
7420,dimana temui syahroni eko patrio uya kuya dedi sitorus barangkali teman teman pendemo bersilaturahmi anggota anggota dpr terhormat bubarkandpr polisipembunuh,uya kuya,PER,8145
7420,dimana temui syahroni eko patrio uya kuya dedi sitorus barangkali teman teman pendemo bersilaturahmi anggota anggota dpr terhormat bubarkandpr polisipembunuh,dedi sitorus,PER,8145
7423,demo demo rusak fasilitas menambah anggarannya bangun ulang nothing to report kerja kerja pakai faslum susah gemas arogan gedung dprri banyain naikin hastag biar dunia bubarkandpr justiceforindonesia,justiceforindonesia,ORG,8148
7426,lembaga wakil rakyat dibekukan presiden abdurrahman wahid gus mengumumkan dekrit presiden bubarkandpr polisipembunuh,abdurrahman wahid,PER,8151
7430,ibuprofen berdiri ribuan massa bersuara perubahan rakyat mundur demodpr bubarkandpr saveaffankurniawan affankurniawan,##rniawan affankurniawan,PER,8155
7438,situasi polda do it yourself brimob prabowo chaos bubarkandpr affan nasdem bandung lautan application programming interface puan sahroni resiko,puan sahroni,PER,8163
7442,emosi lihat ojol bunuh brimob tolong dibubarkan puan sahroni dprd bubarkandpr resetindonesia mistinexjossgawin scosummit2025,puan sahroni,PER,8167
7442,emosi lihat ojol bunuh brimob tolong dibubarkan puan sahroni dprd bubarkandpr resetindonesia mistinexjossgawin scosummit2025,mistinexjossgawin scosummit2025,PER,8167
7444,stop it anjing eko uya kuya stop it sahroni bertanggung chaos aksi demo akibat ulah cocotnya pantat kebo bubarkandpr,eko uya kuya,PER,8169
7444,stop it anjing eko uya kuya stop it sahroni bertanggung chaos aksi demo akibat ulah cocotnya pantat kebo bubarkandpr,sahroni,PER,8169
7448,pusat bantuan hukum kriminalisasi bantuan hukum demo bubarkandpr,pusat bantuan hukum kriminalisasi bantuan hukum demo bubarkandpr,ORG,8173
7450,dpr puan dprd polri makan gaji buta bunuh ojol convert music affan semoga tempatkan disisi maha kuasa kakak bubarkandpr resetindonesia mistinexjossgawin scosummit2025,affan,PER,8175
7452,kritik ditangkis didengarkan direnungkan ditangkis diterima saran pramoedya toer bubarkandpr,pramoedya toer,PER,8177
7458,brimob prabowo chaos bubarkandpr affan nasdem bandung lautan application programming interface puan sahroni resiko,prabowo chaos,PER,8184
7458,brimob prabowo chaos bubarkandpr affan nasdem bandung lautan application programming interface puan sahroni resiko,puan sahroni,PER,8184
7467,link boep biologi kendalikan hati trade bubarkandpr affan aespasynkaexisline asupanmalam asupandewasa asupanviral,affan aespasynkaexisline,PER,8193
7472,presiden hasutan murni hati nurani rakyat mensahkan uu perampasan asset koruptor hukum mati koruptor bubarkandpr rakyat melawan,hasutan murni,PER,8199
7474,soekarno perjuangan berat menghadapi bangsa meanwhileyg maksud anak cucunya yakbubarkandpr,soekarno,PER,8201
7478,dampak flatulence blanked mata kesehatan tubuh paparan flatulence blanked mata kerap menimbulkan gejala akut langsung saluran pernapasan baca selengkapnya gejala kesehatan bubarkandpr,bubarkandpr,PER,8206
7479,showcase jogja kemarin polisipembunuh brimob bubarkandpr restinpeace affan,affan,PER,8207
7481,gocek fokus tujuan bubarkandpr,gocek,PER,8209
7481,gocek fokus tujuan bubarkandpr,bubarkandpr,ORG,8209
7482,bubarkandpr sahkan uu perampasan asset koruptor hukum mati koruptor rakyat marah bubarkandpr maaf penghianat bangsadmn ahmad sahroni deddy sitoruspuan maharani pembohong besarbubarkandpr,ahmad sahroni,PER,8210
7482,bubarkandpr sahkan uu perampasan asset koruptor hukum mati koruptor rakyat marah bubarkandpr maaf penghianat bangsadmn ahmad sahroni deddy sitoruspuan maharani pembohong besarbubarkandpr,deddy sitoruspu,PER,8210
7482,bubarkandpr sahkan uu perampasan asset koruptor hukum mati koruptor rakyat marah bubarkandpr maaf penghianat bangsadmn ahmad sahroni deddy sitoruspuan maharani pembohong besarbubarkandpr,maharani,PER,8210
7487,presiden kacung mulyono dpr biadab polisi pembunuh buzzer kontol cepat mati hidup derita dunia biar dikasih azab hidup hidup mati bubarkandpr polisipembunuh,kacung mulyono,PER,8215
7488,lewatkan matchday serie italia agustus wib lecce versus air conditioning milan teman eko patrio joget pindah bubarkandpr resetindonesia,eko patrio,PER,8216
7491,wib hukum mati polisi sengaja melindas affan kurniawan indonesiagelap dprbubar bubarkandpr,affan kurniawan,PER,8219
7492,saudara baju hitam tertolong itusampai pemerintah diam tuntutan masarakatbubarkandpr presiden gagal omon omon,omon omon,PER,8220
7498,teruntuk polisi sahroni kawanan kawanannya polisipembunuhrakyat bubarkandpr acab1312 polisipembunuh dprkontol,sahroni,PER,8226
7503,kakak erika melahirkan arhanzizi nothing to report cerai pengalihan raffi ahmad mengakui selingkuh ayu thing thing bubarkandpr,erika,PER,8231
7503,kakak erika melahirkan arhanzizi nothing to report cerai pengalihan raffi ahmad mengakui selingkuh ayu thing thing bubarkandpr,arhanzizi,PER,8231
7503,kakak erika melahirkan arhanzizi nothing to report cerai pengalihan raffi ahmad mengakui selingkuh ayu thing thing bubarkandpr,raffi ahmad,PER,8231
7503,kakak erika melahirkan arhanzizi nothing to report cerai pengalihan raffi ahmad mengakui selingkuh ayu thing thing bubarkandpr,ayu,PER,8231
7508,bubarkandpr ria icis selebgram ustadz stop it anies sibuk bikin konten foto foto kuburan ojol parah kalean bangsat,anies,PER,8236
7515,beda awalan imbuhan makna kedudukannya dilindas terlindas faktanya nahas paham semendasar convert music affankurniawan indonesiagelap2025 demodpr bubarkandprri,affankurniawan,PER,8245
7516,kali bikin alright digital kali bjirr jujur sekesal lapiaskan karya seni polisipembunuhrakyat bubarkandpr 1312acab,bjirr jujur,PER,8246
7517,masuk berita internasional polisipembunuh bubarkandpr ahmadsahroni affankurniawan indonesiagelap,ahmadsahroni affankurnia,PER,8247
7519,dpr sialan dibubarin rakyat susah cari kerja naikin tunjangan babi ahmad sahroni eko patrio uya kuya nafa urbach manusia manusia sampah bubarkandpr,ahmad sahroni eko patrio,PER,8249
7519,dpr sialan dibubarin rakyat susah cari kerja naikin tunjangan babi ahmad sahroni eko patrio uya kuya nafa urbach manusia manusia sampah bubarkandpr,uya kuya,PER,8249
7519,dpr sialan dibubarin rakyat susah cari kerja naikin tunjangan babi ahmad sahroni eko patrio uya kuya nafa urbach manusia manusia sampah bubarkandpr,nafa urbach,PER,8249
7522,anggota dpr presiden polisi pembunuh dipenggal sialan bubarkandpr polisipembunuh,sialan,PER,8252
7528,ngebayangin agustus senang ngehype lagu rose konser decade day6 war tiket eaj ketutup gara gara anggota dewan sshibal gaessaekki michinnom neomu babo indonesiagelap bubarkandpr temuirakyat ripdemokrasi,gaessaekki michinnom neomu bab,PER,8258
7531,tandain orang berduit jalur halal bikin sembunyi kabur klise pecundang bikin chaos loser kematian affan bubarkandpr,affan,PER,8261
7541,penyebab dilengserkannya gus lembaga mpr dpr dibekukan beliau dilengserkan statemen gus alasan dibalik pembekuan lembaga bubarkandpr,gus,PER,8271
7541,penyebab dilengserkannya gus lembaga mpr dpr dibekukan beliau dilengserkan statemen gus alasan dibalik pembekuan lembaga bubarkandpr,gus,PER,8271
7547,eko patrio uya kuya ahmad sahroni provokator utama demonstrasi semoga masuk jurang neraka jahanam bertaubatlah itupun percaya azza jalla bubarkandpr resetindonesia,eko patrio,PER,8277
7547,eko patrio uya kuya ahmad sahroni provokator utama demonstrasi semoga masuk jurang neraka jahanam bertaubatlah itupun percaya azza jalla bubarkandpr resetindonesia,uya kuya,PER,8277
7547,eko patrio uya kuya ahmad sahroni provokator utama demonstrasi semoga masuk jurang neraka jahanam bertaubatlah itupun percaya azza jalla bubarkandpr resetindonesia,ahmad sahroni,PER,8277
7550,mondisi makassar flyover pettarani urip makassar dprd bubarkandpr ojo,ojo,PER,8280
7553,gelap turun pulang selamat acab bubarkandpr indonesiagelap,acab,PER,8283
7557,bubarkan dpr muah anjing bubarkandpr,muah anjing,PER,8287
7564,lihat media dunia polisipembunuh bubarkandpr indonesiagelap indonesiakorbanjokowi,##banjokowi,PER,8294
7565,korupsi wamenaker aryandaru bubarkandpr affan kurniawan dikawal kesal buka medsos takut tenggelam pelan pelan,##ker aryandaru,PER,8295
7565,korupsi wamenaker aryandaru bubarkandpr affan kurniawan dikawal kesal buka medsos takut tenggelam pelan pelan,affan kurniawan,PER,8295
7570,massa aksi polda metro jaya dipukul mundur arah semanggi jumat hujan semangat memperjuangkan keadilan semangat sehat demo bubarkandpr polisipembunuh ojolberduka,ojolberdu,PER,8300
7578,update situasi polda metro malam agustus brimob prabowo chaos bubarkandpr affan nasdem polda,affan nasdem,PER,8308
7579,pindah bubarkandpr bubarkanbrimob acab polisi1312,##kandpr,ORG,8309
7582,keren kodam siliwangi rakyat semoga berkah polisipembunuhrakyat bubarkandpr uya kuya eko patrio,eko patrio,PER,8312
7583,jamin amanah unblock imei zonauang bubarkandpr,unblock,ORG,8313
7584,bubarkandpr polisipembunuhrakyatselidiki polisipembunuh prabowogagal acab1312 convert music demokrasi nkri,prabowo,PER,8314
7585,prof mahfud bilang bubarkandpr lembaga kepala demokrasi tuhan jauhkan negeri manusia manusia serakah materi duniawi mohon keadilan multi user tuhan,prof mahfud,PER,8315
7587,mom lihat affans mom crying punyaku heart affan percayalah ibumu bersedih kehilangan sosok tulang punggung tangis beliau tangis ibuprofen kehilangan anak kesayangannya polisipembunuh bubarkandpr,affans,PER,8317
7592,marah sakit hati amplifier kecewa biarkan rakyat marah amplifier menghukumstay something or someone good berjuang bangsa bubarkandpr affankurniawan,affankurniawan,PER,8322
7593,keren ibuprofen hidup perempuan melawan bubarkandpr,keren,PER,8323
7596,presiden meniru gaya model presiden bilang dibiarkan lakukan kesalahan presiden pemerintah bubarkandpr resetindonesia polisipembunuhrakyat polda kwitang chaos maaf hidup jokowi,jokowi,PER,8326
7597,convert music demokrasi indonesia samramadhan bubarkandpr polisimusuhrakyat polisiladusing stopbayarpajak,samramadhan,PER,8327
7598,tidak tahu special edition chaos lihat sepotong vidio bijak menonton vidio pendek langsung terprovokasi stop it keparat dpr jakarta chaos bubarkandpr brimob mahasiswa polisi prabowo,prabowo,PER,8328
7603,banjarmasin ojol detik lihat berita muah bubarkandpr,detik,ORG,8333
7603,banjarmasin ojol detik lihat berita muah bubarkandpr,muah bubarkandpr,PER,8333
7604,affan nyawa multi user direnggut manfaat keluargamu amal jariyah bagimu fan uang setara nyawa kecam bubarkandpr polisipembunuhrakyat polisipembunuh acab1312 stoppolicebrutality,affan,PER,8334
7605,unblock imei jamin amanah zonauang bubarkandpr,unblock,ORG,8335
7605,unblock imei jamin amanah zonauang bubarkandpr,imei,PER,8335
7609,antek asing alien bubarkandpr,alien,PER,8339
7614,langit biru molekul udara menyebarkan cahaya biru kendalikan hati affan aespasynkaexisline tenang bubarkandpr faktamenarik faktaunik,affan aespasynkaexisline,PER,8344
7616,mendesak kapolri mundur indonesiagelap adilijokowi bubarkandpr,adilijokowi bubarkandpr,PER,8346
7618,gema nama almarhum affan kurniawan gema nama superwoman sayang name bubarkandpr polisipembunuhrakyat polisipembunuh acab1312 stoppolicebrutality,affan kurniawan,PER,8348
7620,pemenang pemilu kemarin darimana percaya tentara teman jahatnya brimodpembunuh polisipembunuhrakyat hidup jokowi chaos kwitang copot polda sahroni eko patrio anies bubarkandpr resetindonesia,jokowi,PER,8350
7620,pemenang pemilu kemarin darimana percaya tentara teman jahatnya brimodpembunuh polisipembunuhrakyat hidup jokowi chaos kwitang copot polda sahroni eko patrio anies bubarkandpr resetindonesia,sahroni eko patrio anies,PER,8350
7625,alfatihah beliau ucapannya terbukti bubarkandpr,alfatihah,PER,8355
7626,omong kosong pemerintah buta tuli kondisi bangsa memikirkan perut noob in room empati indonesiagelap adilijokowi bubarkandpr,adilijokowi,PER,8357
7628,mohon maaf dpr ngewakilin rakyat bubarkandpr polrimusuhbersama acab,acab,PER,8359
7635,suasana massanyg ojolberduka mengantar affan kurniawan pemakaman jumat pagi agustus bubarkandpr,##nyg ojolberduka,PER,8366
7635,suasana massanyg ojolberduka mengantar affan kurniawan pemakaman jumat pagi agustus bubarkandpr,affan kurniawan,PER,8366
7637,bubarkandpr pecat kapolri pecatsrimulyani,##atsrimulyani,PER,8368
7640,link boep biologi kendalikan hati affan aespasynkaexisline tenang bubarkandpr asupanmalam asupandewasa asupanviral,affan aespasynkaexisline,PER,8371
7646,rakyat kedaulatan ditangan korup rakyat melawan diam ditindas bubarkandpr indonesiagelap adilijokowi,adilijokowi,PER,8377
7664,berduka keluarga almaffan semoga ketabahan pahlawan keluarga mencari nafkah pelaku adili dunia akhirat bubarkandpr polisipembunuh polisipembunuhrakyat polisimusuhbersama,almaffan,PER,8395
7666,polisipembunuh indonesiagelap bubarkandpr asmaragenz harqeel aqeelacalista terimakasih jefan lihat hang out cerita tiktok lope sakebon,asmaragenz harqeel aqeelacalista,PER,8397
7666,polisipembunuh indonesiagelap bubarkandpr asmaragenz harqeel aqeelacalista terimakasih jefan lihat hang out cerita tiktok lope sakebon,jefan,PER,8397
7669,bubarkandpr sahroni dipecat,bubarkandpr sahroni,PER,8400
7673,petisi terbuka mpr bubarkandpr 2029golputtotal dprbebannegara sorry i asked sorry i asked nyawa korban maaf,##putto,PER,8405
7683,working at home menyesal kemarin bahagia bias thailand foto mom alert artis indonesia jancuk bubarkandpr,mom alert,PER,8417
7683,working at home menyesal kemarin bahagia bias thailand foto mom alert artis indonesia jancuk bubarkandpr,jancuk,PER,8417
7685,affan affan bukti hewan nurut majikannya majikan berteriak memanggilmu telingamu tuli rakyat majikanmu bubarkandpr polisipembunuhrakyat polisipembunuh pajakbertutur2025 dprbebannegara,affan affan,PER,8419
7687,anjing menangis anjing buka kiss pemerintah bajingan polisi bajingan acab bubarkandpr,acab,PER,8421
7698,turun prabowo hidup jokowi polisipembunuhrakyat bubarkandpr resetindonesia,prabowo,PER,8432
7698,turun prabowo hidup jokowi polisipembunuhrakyat bubarkandpr resetindonesia,jokowi,PER,8432
7701,bubarkandpr chaos prabowo lengser wakil presiden hati jebakan batman politik brother hidup jokowi pemerintahan orang jokowi hati hati,prabowo,PER,8435
7701,bubarkandpr chaos prabowo lengser wakil presiden hati jebakan batman politik brother hidup jokowi pemerintahan orang jokowi hati hati,jokowi,PER,8435
7701,bubarkandpr chaos prabowo lengser wakil presiden hati jebakan batman politik brother hidup jokowi pemerintahan orang jokowi hati hati,jokowi,PER,8435
